company_name,rating,reviews,company_type,headquarters,years_old,emp_count
Morgan Stanley,3.7,1.3k,Forbes Global 2000,New York +17 more,93 years old,10k-50k Employees
First American Corporation,3.9,1.2k,Forbes Global 2000,Santa Ana +14 more,30 years old,1k-5k Employees
Aon,3.9,1.2k,Forbes Global 2000,London +19 more,84 years old,5k-10k Employees
Marriott International,4.4,1.2k,Forbes Global 2000,Bethesda +73 more,97 years old,10k-50k Employees
Tesco,3.9,1.2k,Forbes Global 2000,Hertfordshire +15 more,105 years old,1k-5k Employees
FedEx Express,4.2,1.2k,Forbes Global 2000,Moon Township +90 more,53 years old,5k-10k Employees
Panasonic,4.1,1.1k,Forbes Global 2000,Kadoma +110 more,106 years old,1k-5k Employees
GE,4.3,1.1k,Forbes Global 2000,Boston +63 more,132 years old,10k-50k Employees
Caterpillar Inc,4.3,1.1k,Forbes Global 2000,Deerfield +35 more,99 years old,5k-10k Employees
Broadridge Financial Solutions,4,1.1k,Forbes Global 2000,New York City +9 more,17 years old,5k-10k Employees
Xiaomi,3.9,1k,Forbes Global 2000,Haidian District +178 more,14 years old,1k-5k Employees
NEC,4.6,1k,Forbes Global 2000,Noida +41 more,125 years old,5k-10k Employees
Synchrony,4.4,1k,Forbes Global 2000,Stamford +9 more,92 years old,1k-5k Employees
Northern Trust Operating Services,4.1,999,Forbes Global 2000,Chicago +16 more,135 years old,5k-10k Employees
Saipem,4.1,980,Forbes Global 2000,San Donato Milanese +37 more,67 years old,1k-5k Employees
Valeo,4.1,1k,Forbes Global 2000,Paris +19 more,101 years old,5k-10k Employees
VMware Software,4.5,1k,Forbes Global 2000,Palo Alto +17 more,26 years old,5k-10k Employees
Fidelity National Financial,3.8,965,Forbes Global 2000,Bangalore Rural +10 more,177 years old,1k-5k Employees
ManpowerGroup,3.9,965,Forbes Global 2000,New Delhi +121 more,29 years old,50k-1 Lakh Employees
ANZ Banking Group,4.2,950,Forbes Global 2000,Melbourne +17 more,17 years old,5k-10k Employees
Vestas,4.3,941,Forbes Global 2000,Aarhus +43 more,79 years old,1k-5k Employees
Wistron,3.9,941,Forbes Global 2000,Taipei +19 more,23 years old,1k-5k Employees
Tenneco,3.8,919,Forbes Global 2000,Lake Forest +35 more,84 years old,1k-5k Employees
TE Connectivity,4.1,915,Forbes Global 2000,Schaffhausen +14 more,83 years old,1k-5k Employees
Mondelez International,4.4,917,Forbes Global 2000,Greater Chicago Area +140 more,12 years old,1k-5k Employees
Coca-Cola Company,4.3,870,Forbes Global 2000,Atlanta +165 more,138 years old,5k-10k Employees
Volkswagen,4.2,831,Forbes Global 2000,Mumbai +95 more,23 years old,1k-5k Employees
Novo Nordisk,4.1,840,Forbes Global 2000,New York City +65 more,101 years old,1k-5k Employees
Jacobs Engineering Group,4.1,841,Forbes Global 2000,Dallas +36 more,77 years old,1k-5k Employees
Nippon Paint India,4.1,841,Forbes Global 2000,Osaka +122 more,143 years old,1k-5k Employees
Hyundai Mobis,3.9,818,Forbes Global 2000,Kanchipuram +43 more,7 years old,1k-5k Employees
Unicharm,4.2,808,Forbes Global 2000,Mita +143 more,63 years old,1k-5k Employees
Qualcomm,4,816,Forbes Global 2000,San Diego +15 more,28 years old,10k-50k Employees
Dassault Systemes,4,780,Forbes Global 2000,Velizy-villacoublay +8 more,43 years old,5k-10k Employees
PayPal,3.9,794,Forbes Global 2000,San Jose +12 more,26 years old,1k-5k Employees
LOREAL,4.1,756,Forbes Global 2000,Clichy +84 more,33 years old,1k-5k Employees
Teva Pharmaceuticals,4.2,753,Forbes Global 2000,Dublin +33 more,123 years old,1k-5k Employees
Pernod Ricard,3.9,733,Forbes Global 2000,Paris +96 more,49 years old,1k-5k Employees
Willis Towers Watson,3.9,715,Forbes Global 2000,London +15 more,8 years old,1k-5k Employees
Aviva Life Insurance India,3.6,704,Forbes Global 2000,London +104 more,328 years old,1k-5k Employees
Marks & Spencer,4.1,698,Forbes Global 2000,London +56 more,140 years old,1k-5k Employees
Knorr-Bremse,4.1,688,Forbes Global 2000,Munich +27 more,11 years old,501-1k Employees
General Mills,4.2,660,Forbes Global 2000,Minneapolis +41 more,96 years old,1k-5k Employees
Lowe's,4.2,665,Forbes Global 2000,Mooresville +5 more,78 years old,1k-5k Employees
Schlumberger,4.1,636,Forbes Global 2000,Houston +27 more,98 years old,5k-10k Employees
Volvo,4.1,618,Forbes Global 2000,Gothenburg +36 more,97 years old,1k-5k Employees
H&M,4,599,Forbes Global 2000,Stockholm +44 more,77 years old,1k-5k Employees
Citigroup,3.7,602,Forbes Global 2000,New York City +35 more,212 years old,10k-50k Employees
Baxter International,4.1,588,Forbes Global 2000,Deerfield +28 more,93 years old,1k-5k Employees
Lumen Technologies,4,589,Forbes Global 2000,Monroe +14 more,94 years old,1k-5k Employees
Telenor,4.4,578,Forbes Global 2000,Fornebu +116 more,15 years old,501-1k Employees
Ups Logistics,4,584,Forbes Global 2000,Atlanta +37 more,117 years old,1k-5k Employees
Progressive Infotech,3.5,567,Forbes Global 2000,Noida +55 more,26 years old,1k-5k Employees
TDK India,4,564,Forbes Global 2000,Nashik +25 more,2024 years old,1k-5k Employees
Target,4.3,574,Forbes Global 2000,Minneapolis +16 more,122 years old,1k-5k Employees
Isuzu Motors,4,567,Forbes Global 2000,Tokyo +28 more,12 years old,1k-5k Employees
MasterCard,4.1,559,Forbes Global 2000,Purchase +14 more,58 years old,5k-10k Employees
Hitachi,4.1,555,Forbes Global 2000,Tokyo +74 more,114 years old,10k-50k Employees
Marsh McLennan,4.1,552,Forbes Global 2000,New York +19 more,153 years old,5k-10k Employees
Sun Life Financial,4.3,542,Forbes Global 2000,Toronto +8 more,159 years old,1k-5k Employees
Thermo Fisher Scientific,3.9,536,Forbes Global 2000,Waltham +28 more,68 years old,1k-5k Employees
Hilton,4.4,511,Forbes Global 2000,Mclean +37 more,105 years old,1k-5k Employees
General Motors,4.5,505,Forbes Global 2000,Detroit +35 more,28 years old,10k-50k Employees
Saudi Aramco,4.6,502,Forbes Global 2000,Dhahran +30 more,91 years old,1k-5k Employees
Renault,4.3,496,Forbes Global 2000,Boulogne Billancourt Cedex +140 more,126 years old,10k-50k Employees
Principal Global Services,4.2,506,Forbes Global 2000,Pune +8 more,18 years old,1k-5k Employees
Bunge India,4,491,Forbes Global 2000,Chesterfield +54 more,24 years old,1k-5k Employees
Amadeus,4,504,Forbes Global 2000,Bengaluru/Bangalore +13 more,37 years old,1k-5k Employees
Orient Technologies,3.9,481,Forbes Global 2000,Chiyoda-ku +42 more,32 years old,1k-5k Employees
Kellogg,4.3,464,Forbes Global 2000,Battle Creek +75 more,118 years old,1k-5k Employees
Medtronic,4.1,466,Forbes Global 2000,Mumbai +37 more,45 years old,1k-5k Employees
Mitsubishi Electric,4.3,466,Forbes Global 2000,Chiyoda City +41 more,103 years old,501-1k Employees
Rockwell Automation,4.1,464,Forbes Global 2000,Milwaukee +19 more,121 years old,1k-5k Employees
Nvidia,4.1,459,Forbes Global 2000,Santa Clara +9 more,31 years old,1k-5k Employees
Apple,4.3,454,Forbes Global 2000,Cupertino +81 more,48 years old,10k-50k Employees
Ameriprise Financial,3.8,453,Forbes Global 2000,Minneapolis +11 more,130 years old,1k-5k Employees
Becton Dickinson,4.1,449,Forbes Global 2000,Franklin Lakes +30 more,23 years old,201-500 Employees
Delta Electronics,4,451,Forbes Global 2000,Gurgaon/Gurugram +37 more,32 years old,501-1k Employees
Bridgestone,4.2,447,Forbes Global 2000,Tokyo +50 more,28 years old,1k-5k Employees
ZTE Corporation,4,431,Forbes Global 2000,shenzhen +43 more,21 years old,201-500 Employees
Almarai,4.3,425,Forbes Global 2000,Riyadh +32 more,47 years old,1k-5k Employees
Canon,4.2,426,Forbes Global 2000,Ota City +62 more,87 years old,1k-5k Employees
Heidelberg Cement,4.2,419,Forbes Global 2000,Gurgaon/Gurugram +61 more,18 years old,1k-5k Employees
Continental,4,421,Forbes Global 2000,Hanover +43 more,153 years old,5k-10k Employees
AT&T,4.2,416,Forbes Global 2000,Dallas +16 more,41 years old,5k-10k Employees
Carlsberg,4.3,390,Forbes Global 2000,Vesterbro +56 more,177 years old,1k-5k Employees
Otsuka Pharmaceutical India Private Limited,4.2,392,Forbes Global 2000,Chiyoda City +32 more,8 years old,501-1k Employees
FMC,4.2,392,Forbes Global 2000,Philadelphia +92 more,15 years old,1k-5k Employees
Aptiv,3.5,386,Forbes Global 2000,Dublin +15 more,30 years old,1k-5k Employees
Blackrock,3.9,383,Forbes Global 2000,New York City +10 more,20 years old,1k-5k Employees
Avery Dennison,4,371,Forbes Global 2000,Glendale +28 more,29 years old,1k-5k Employees
Wolters Kluwer,3.9,371,Forbes Global 2000,Alphen Aan Den Rijn +12 more,188 years old,1k-5k Employees
Commonwealth Bank of Australia,3.7,365,Forbes Global 2000,Sydney +7 more,113 years old,1k-5k Employees
Honeywell International India,4,357,Forbes Global 2000,Charlotte +20 more,118 years old,10k-50k Employees
Publicis,3.7,357,Forbes Global 2000,Paris +17 more,98 years old,5k-10k Employees
Securitas,4,346,Forbes Global 2000,Stockholm +33 more,90 years old,10k-50k Employees
Keysight Technologies,4.1,344,Forbes Global 2000,Santa Rosa +9 more,10 years old,1k-5k Employees
Applied Materials,4,345,Forbes Global 2000,Santa Clara +10 more,22 years old,5k-10k Employees
Indorama,4.2,442,Forbes Global 2000,Jakarta +42 more,49 years old,51-200 Employees
Legrand,3.8,345,Forbes Global 2000,Limoges +45 more,164 years old,1k-5k Employees
Samsung C&T,4.1,336,Forbes Global 2000,Suwon-Si +23 more,86 years old,501-1k Employees
Rakuten,3.7,340,Forbes Global 2000,San Mateo +10 more,27 years old,1k-5k Employees
Sany Heavy Industry,4,328,Forbes Global 2000,Beijing +45 more,35 years old,1k-5k Employees
TotalEnergies,3.8,330,Forbes Global 2000,Paris +60 more,100 years old,1k-5k Employees
Macquarie Group,3.5,327,Forbes Global 2000,Sydney +10 more,55 years old,1k-5k Employees
Citrix,3.7,327,Forbes Global 2000,Fort Lauderdale +6 more,35 years old,1k-5k Employees
AccorHotels,4.3,322,Forbes Global 2000,Paris +35 more,57 years old,5k-10k Employees
Akamai Technologies,4.5,322,Forbes Global 2000,Cambridge +4 more,26 years old,1k-5k Employees
British Petroleum,3.8,315,Forbes Global 2000,London +10 more,115 years old,1k-5k Employees
Nissan,3.9,307,Forbes Global 2000,Yokohama-shi +68 more,91 years old,10k-50k Employees
Johnson Matthey,4,313,Forbes Global 2000,London +16 more,207 years old,Forbes Global 2000
Suzuki,4.1,302,Forbes Global 2000,Becharaji +50 more,10 years old,10k-50k Employees
Thales,3.7,307,Forbes Global 2000,Noida +16 more,24 years old,1k-5k Employees
NetApp,4,305,Forbes Global 2000,San Jose +6 more,32 years old,1k-5k Employees
Invesco,4,306,Forbes Global 2000,Atlanta +6 more,89 years old,1k-5k Employees
Broadcom,3.5,304,Forbes Global 2000,San Jose +7 more,48 years old,1k-5k Employees
TransUnion,4,305,Forbes Global 2000,Chicago +9 more,56 years old,201-500 Employees
Agilent Technologies,4.3,289,Forbes Global 2000,Santa Clara +17 more,25 years old,1k-5k Employees
Holcim,3.4,286,Forbes Global 2000,Grafenauweg +32 more,112 years old,1k-5k Employees
ArcelorMittal,4,298,Forbes Global 2000,Boulevard d’Avranches +34 more,18 years old,501-1k Employees
TCL,4,284,Forbes Global 2000,Huizhou +35 more,43 years old,51-200 Employees
Adient,3.9,276,Forbes Global 2000,Plymouth +13 more,28 years old,501-1k Employees
Alfa Laval,3.8,273,Forbes Global 2000,Lund +20 more,141 years old,1k-5k Employees
Mindsprint,3.8,280,Forbes Global 2000,Singapore +6 more,17 years old,1k-5k Employees
Yum!,4.1,261,Forbes Global 2000,Colonel Sanders Lane +29 more,27 years old,501-1k Employees
Stanley Black & Decker,4,258,Forbes Global 2000,New Britain +20 more,181 years old,1k-5k Employees
Halliburton,3.6,257,Forbes Global 2000,Houston +22 more,105 years old,1k-5k Employees
Micron Technology,3.7,255,Forbes Global 2000,Boise +7 more,46 years old,1k-5k Employees
The Hershey Company,4.2,250,Forbes Global 2000,Derry Township +49 more,130 years old,201-500 Employees
Nidec Corporation,4,244,Forbes Global 2000,Bangalore / Bengaluru +20 more,51 years old,501-1k Employees
Western Digital,3.5,245,Forbes Global 2000,San Jose +9 more,54 years old,1k-5k Employees
Eastman Chemical Company,4.3,239,Forbes Global 2000,Mumbai +3 more,74 years old,501-1k Employees
Samsung SDS,3.5,247,Forbes Global 2000,Seoul +18 more,39 years old,1k-5k Employees
Huntsman International,4.3,233,Forbes Global 2000,Texas +23 more,54 years old,501-1k Employees
Allianz,4.3,231,Forbes Global 2000,Munich +12 more,134 years old,5k-10k Employees
Expedia,4.1,231,Forbes Global 2000,Bellevue +10 more,17 years old,1k-5k Employees
MTR Foods,4.2,226,Forbes Global 2000,Bangalore/Bengaluru +32 more,100 years old,1k-5k Employees
Kimberly-Clark,4.2,225,Forbes Global 2000,Mumbai +44 more,152 years old,1k-5k Employees
Western Union,4,229,Forbes Global 2000,Denver +19 more,173 years old,1k-5k Employees
NortonLifeLock's,4.1,221,Forbes Global 2000,Mountain View +6 more,42 years old,501-1k Employees
LKQ INDIA,3.9,218,Forbes Global 2000,Chicago +2 more,26 years old,1k-5k Employees
SMC,3.9,215,Forbes Global 2000,Noblesville +38 more,36 years old,201-500 Employees
Lam Research,3.8,214,Forbes Global 2000,Fremont +3 more,44 years old,1k-5k Employees
American Tower Corporation,3.9,207,Forbes Global 2000,Gurgaon / Gurugram +38 more,29 years old,501-1k Employees
Toshiba,4.1,210,Forbes Global 2000,Tokyo +28 more,149 years old,201-500 Employees
Mitsui O.S.K. Lines,4,204,Forbes Global 2000,Toranomon +10 more,140 years old,51-200 Employees
Advanced Micro Devices,4,206,Forbes Global 2000,Santa Clara +10 more,55 years old,5k-10k Employees
Amcor Flexibles India,3.7,201,Forbes Global 2000,Melbourne +14 more,160 years old,201-500 Employees
BMW,4.3,201,Forbes Global 2000,Munich +31 more,108 years old,1k-5k Employees
Sears Holdings,3.6,199,Forbes Global 2000,Hoffman Estates +7 more,15 years old,501-1k Employees
Danone Foods Beverages,3.5,190,Forbes Global 2000,Paris +39 more,105 years old,501-1k Employees
Dbs Mintek,3.6,188,Forbes Global 2000,Pune +16 more,16 years old,1k-5k Employees
Borgwarner Emission System,4.1,187,Forbes Global 2000,Auburn Hills +10 more,96 years old,1k-5k Employees
Novozymes South Asia,4.2,185,Forbes Global 2000,Bagsværd +9 more,24 years old,501-1k Employees
AIG,3.9,182,Forbes Global 2000,New York +11 more,15 years old,10k-50k Employees
Trimble,4.2,178,Forbes Global 2000,Sunnyvale +14 more,46 years old,1k-5k Employees
Intercontinental Exchange,3.6,177,Forbes Global 2000,Atlanta +6 more,24 years old,1k-5k Employees
Kraft Heinz Company,4.3,173,Forbes Global 2000,Mumbai +30 more,30 years old,501-1k Employees
Xylem Water Solutions,4,177,Forbes Global 2000,Rye Brook +15 more,13 years old,501-1k Employees
Gap,3.7,173,Forbes Global 2000,Delhi/NCR +19 more,28 years old,1k-5k Employees
Bank Muscat,4.2,171,Forbes Global 2000,Muscat +65 more,42 years old,51-200 Employees
Saudi Electricity Company,4.4,168,Forbes Global 2000,Riyadh +16 more,24 years old,201-500 Employees
Olympus,4.1,168,Forbes Global 2000,Gurgaon / Gurugram +19 more,14 years old,201-500 Employees
Weatherford,4.2,169,Forbes Global 2000,Houston +17 more,83 years old,1k-5k Employees
SCA Health India,4.8,168,Forbes Global 2000,Noida +9 more,11 years old,201-500 Employees
WEG,3.8,170,Forbes Global 2000,Tamil Nadu +8 more,63 years old,201-500 Employees
Waste Management Holdings,3.9,169,Forbes Global 2000,Houston +13 more,56 years old,51-200 Employees
Dover India,3.9,167,Forbes Global 2000,Downers Grove +6 more,21 years old,501-1k Employees
Infineon Technologies,3.8,168,Forbes Global 2000,Neubiberg +7 more,25 years old,1k-5k Employees
Mitsubishi Heavy Industries,4.1,162,Forbes Global 2000,Tokyo +26 more,140 years old,51-200 Employees
Carrefour,3.8,160,Forbes Global 2000,Massy +22 more,65 years old,201-500 Employees
Boston Scientific,4.1,163,Forbes Global 2000,Marlborough +16 more,45 years old,201-500 Employees
Trane Technologies,4.3,160,Forbes Global 2000,Davidson +13 more,153 years old,1k-5k Employees
Quest Diagnostics,3.6,154,Forbes Global 2000,Secaucus +11 more,57 years old,501-1k Employees
Comcast,4.2,161,Forbes Global 2000,Chennai +6 more,2024 years old,1k-5k Employees
Allergan,3.8,153,Forbes Global 2000,Dublin +23 more,11 years old,1k-5k Employees
International Flavors & Fragrances,3.8,155,Forbes Global 2000,New York +10 more,191 years old,1k-5k Employees
Parker Hannifin,4,154,Forbes Global 2000,Cleveland +11 more,107 years old,1k-5k Employees
Hyundai Engineering,4.1,151,Forbes Global 2000,Seoul +21 more,50 years old,51-200 Employees
Telstra,4.3,150,Forbes Global 2000,Melbourne +8 more,32 years old,1k-5k Employees
Henkel,4.1,145,Forbes Global 2000,Mumbai +23 more,59 years old,501-1k Employees
STMicroelectronics,4.2,149,Forbes Global 2000,Geneva +6 more,37 years old,1k-5k Employees
Givaudan,4.1,141,Forbes Global 2000,Vernier +9 more,129 years old,51-200 Employees
Sharp Business Systems India,3.5,142,Forbes Global 2000,Noida +28 more,112 years old,51-200 Employees
Texas Instruments,4.2,140,Forbes Global 2000,Dallas +7 more,73 years old,1k-5k Employees
Moody's,4.2,139,Forbes Global 2000,New York +5 more,115 years old,1k-5k Employees
Intuit,3.7,137,Forbes Global 2000,Mountain View +8 more,19 years old,1k-5k Employees
Shimizu,4.1,136,Forbes Global 2000,Chuo-ku +14 more,220 years old,51-200 Employees
Inditex,3.8,132,Forbes Global 2000,Arteixo +17 more,61 years old,1k-5k Employees
Facebook,4.4,135,Forbes Global 2000,Menlo Park +25 more,20 years old,1k-5k Employees
AU Small Finance Bank,4.5,8.9k,Fortune India 500,Jaipur +407 more,28 years old,10k-50k Employees
Delhivery,4,5.3k,Fortune India 500,Delhi +633 more,13 years old,10k-50k Employees
Hexaware Technologies,3.7,4.9k,Fortune India 500,Mumbai +46 more,34 years old,10k-50k Employees
DMart,4,4k,Fortune India 500,Mumbai +213 more,22 years old,10k-50k Employees
Standard Chartered,3.9,4k,Fortune India 500,London +58 more,171 years old,10k-50k Employees
Equitas Small Finance Bank,4.4,3.8k,Fortune India 500,Chennai +369 more,17 years old,10k-50k Employees
Cholamandalam Investment & Finance,4.1,3.7k,Fortune India 500,Chennai +649 more,46 years old,10k-50k Employees
Hyundai Motor India Limited,4.4,3.5k,Fortune India 500,Seoul +271 more,57 years old,10k-50k Employees
State Bank of India,3.9,3.4k,Fortune India 500,Mumbai +492 more,218 years old,1 Lakh+ Employees
Aditya Birla Fashion and Retail,4.2,3.3k,Fortune India 500,Mumbai +234 more,36 years old,10k-50k Employees
Intas Pharmaceuticals,4.2,3.1k,Fortune India 500,Ahmedabad +118 more,47 years old,10k-50k Employees
John Deere,4.3,3k,Fortune India 500,Moline +123 more,23 years old,5k-10k Employees
Godrej & Boyce Manufacturing,4,3k,Fortune India 500,Mumbai +132 more,127 years old,10k-50k Employees
Deutsche Bank,4,3k,Fortune India 500,Frankfurt +38 more,154 years old,10k-50k Employees
Indian Oil Corporation,4.5,2.8k,Fortune India 500,Delhi/NCR +260 more,65 years old,10k-50k Employees
Tata Capital,4.2,2.8k,Fortune India 500,Mumbai +236 more,17 years old,5k-10k Employees
Bharat Electronics,4.2,2.8k,Fortune India 500,Bangalore/Bengaluru +54 more,70 years old,5k-10k Employees
Cummins,4.4,2.8k,Fortune India 500,Columbus +85 more,105 years old,1k-5k Employees
DCB Bank,3.9,2.7k,Fortune India 500,Mumbai +305 more,94 years old,5k-10k Employees
Jindal Steel and Power,4,2.6k,Fortune India 500,Delhi/NCR +123 more,45 years old,5k-10k Employees
Bank of America,4.4,2.6k,Fortune India 500,Charlotte +31 more,26 years old,10k-50k Employees
InterGlobe Aviation,3.6,2.4k,Fortune India 500,Gurgaon/Gurugram +90 more,19 years old,10k-50k Employees
Mankind Pharma,4.2,2.2k,Fortune India 500,New Delhi +197 more,29 years old,10k-50k Employees
Max Healthcare,4.1,2.1k,Fortune India 500,Delhi/NCR +59 more,23 years old,1k-5k Employees
UNO Minda,4.1,2.1k,Fortune India 500,Gurgaon +88 more,66 years old,201-500 Employees
Patanjali Ayurved,4.1,2k,Fortune India 500,Haridwar +260 more,18 years old,1k-5k Employees
Lifestyle,4.4,1.9k,Fortune India 500,Bangalore/Bengaluru +114 more,25 years old,10k-50k Employees
Life Insurance Corporation of India,4.4,1.8k,Fortune India 500,Mumbai +418 more,68 years old,1 Lakh+ Employees
Indus Towers,4,1.8k,Fortune India 500,Gurgaon +160 more,17 years old,1k-5k Employees
Emcure Pharmaceuticals,3.8,1.8k,Fortune India 500,Pune +97 more,43 years old,5k-10k Employees
BHEL,4.2,1.7k,Fortune India 500,Bangalore/Bengaluru +100 more,60 years old,10k-50k Employees
GlaxoSmithKline Pharmaceuticals,4.2,1.7k,Fortune India 500,Brentford +183 more,194 years old,1k-5k Employees
Bharat Petroleum,4.2,1.7k,Fortune India 500,Mumbai +222 more,72 years old,5k-10k Employees
Kalyan Jewellers,4.7,1.6k,Fortune India 500,Bangalore / Bengaluru +132 more,31 years old,5k-10k Employees
Brakes India,4.1,1.6k,Fortune India 500,Chennai +74 more,62 years old,501-1k Employees
Lodha group,4.1,1.6k,Fortune India 500,Mumbai +24 more,44 years old,5k-10k Employees
Star Health & Allied Insurance,3.9,1.5k,Fortune India 500,Chennai +251 more,18 years old,10k-50k Employees
JK Tyres,3.8,1.5k,Fortune India 500,New Delhi +131 more,73 years old,1k-5k Employees
Bank of Baroda,3.6,1.5k,Fortune India 500,Vadodara/Baroda +245 more,116 years old,50k-1 Lakh Employees
Hindustan Aeronautics,4.4,1.5k,Fortune India 500,Bangalore/Bengaluru +47 more,84 years old,10k-50k Employees
Citibank,4,1.5k,Fortune India 500,New York +47 more,212 years old,10k-50k Employees (Global)
Narayana Health,4.2,1.4k,Fortune India 500,Bangalore/Bengaluru +59 more,24 years old,10k-50k Employees
Vardhman Fabrics,4.1,1.4k,Fortune India 500,Ludhiana +57 more,59 years old,10k-50k Employees
USV,4.1,1.3k,Fortune India 500,Mumbai +90 more,63 years old,1k-5k Employees
Yamaha Motor,4.2,1.3k,Fortune India 500,Iwata +127 more,69 years old,1k-5k Employees
NTPC,4.3,1.3k,Fortune India 500,Delhi/NCR +104 more,49 years old,Fortune India 500
Honda Cars,4.4,1.3k,Fortune India 500,Alwar +90 more,29 years old,5k-10k Employees
Daikin,4.2,1.3k,Fortune India 500,Osaka City +90 more,24 years old,1k-5k Employees
Nuvoco Vistas,4.3,1.3k,Fortune India 500,Mumbai +142 more,25 years old,1k-5k Employees
Piramal Group,4,1.2k,Fortune India 500,Mumbai +124 more,44 years old,10k-50k Employees
Toyota Kirloskar Motor,4.4,1.2k,Fortune India 500,Bangalore/Bengaluru +74 more,27 years old,5k-10k Employees
Polycab Wires,4.1,1.2k,Fortune India 500,Mumbai +122 more,28 years old,1k-5k Employees
Welspun,4.1,1.1k,Fortune India 500,Mumbai +59 more,39 years old,10k-50k Employees
Nayara Energy,4.3,1.1k,Fortune India 500,Mumbai +78 more,35 years old,1k-5k Employees
Gland Pharma,3.7,1.1k,Fortune India 500,Hyderabad/Secunderabad +27 more,46 years old,1k-5k Employees
Punjab National Bank,4.1,998,Fortune India 500,Delhi/NCR +181 more,130 years old,1 Lakh+ Employees
Gujarat Fluorochemicals,4.1,946,Fortune India 500,Noida +24 more,37 years old,1k-5k Employees
Amara Raja Energy & Mobility,4.3,947,Fortune India 500,Tirupati +69 more,39 years old,5k-10k Employees
GAIL,4.5,929,Fortune India 500,Delhi/NCR +93 more,40 years old,1k-5k Employees
Mando Automotive,3.9,850,Fortune India 500,Kanchipuram +18 more,18 years old,1k-5k Employees
Medplus(optival Health Solutions),3.7,833,Fortune India 500,Hyderabad +85 more,18 years old,Fortune India 500
Power Grid Corporation of India,4.4,823,Fortune India 500,Gurgaon/Gurugram +183 more,35 years old,5k-10k Employees
Nirma,4.3,750,Fortune India 500,Ahmedabad +55 more,34 years old,10k-50k Employees
Bank of India,4,696,Fortune India 500,Mumbai +157 more,118 years old,50k-1 Lakh Employees
Digit Insurance,4,710,Fortune India 500,Bengaluru/Bangalore +71 more,8 years old,1k-5k Employees
SHYAM METALICS AND ENERGY,3.8,681,Fortune India 500,Kolkata +45 more,29 years old,1k-5k Employees
Adani Green Energy,4.2,680,Fortune India 500,Ahmedabad +69 more,9 years old,1k-5k Employees
Tata Hitachi Construction Machinery,4.1,600,Fortune India 500,Bangalore/Bengaluru +67 more,25 years old,1k-5k Employees
Wonder Cement,4.2,588,Fortune India 500,Ajmer +83 more,14 years old,1k-5k Employees
BASF,4.5,520,Fortune India 500,Ludwigshafen +73 more,81 years old,1k-5k Employees
Hitachi Energy,4.2,519,Fortune India 500,Zurich +27 more,5 years old,1k-5k Employees
Sterlite Power,4,510,Fortune India 500,Delhi/NCR +61 more,14 years old,1k-5k Employees
BEML,4.1,488,Fortune India 500,Bangalore/Bengaluru +29 more,60 years old,5k-10k Employees
Škoda Auto Volkswagen,4.2,408,Fortune India 500,Pune +13 more,23 years old,5k-10k Employees
Welspun Corp,4.1,401,Fortune India 500,Mumbai +20 more,39 years old,5k-10k Employees
NLC,4.5,400,Fortune India 500,Chennai +13 more,68 years old,10k-50k Employees
Schwing Stetter,4.1,363,Fortune India 500,Chennai +39 more,26 years old,1k-5k Employees
Chemplast Sanmar,3.8,355,Fortune India 500,Chennai +17 more,57 years old,501-1k Employees
National Stock Exchange of India,3.7,350,Fortune India 500,Mumbai +30 more,32 years old,1k-5k Employees
Mazagon Dock,4.3,347,Fortune India 500,Mumbai +8 more,90 years old,Fortune India 500
Indian Bank,3.5,326,Fortune India 500,Chennai +76 more,117 years old,10k-50k Employees
Tetra Pak,4.2,324,Fortune India 500,Pully +13 more,37 years old,1k-5k Employees
Jubilant Ingrevia,3.9,323,Fortune India 500,Noida +18 more,4 years old,201-500 Employees
Rail Vikas Nigam,3.3,293,Fortune India 500,Kolkata +65 more,21 years old,501-1k Employees
Indian Overseas Bank,3.5,282,Fortune India 500,Chennai +72 more,87 years old,10k-50k Employees
The Indian Hotels Company,4.3,285,Fortune India 500,Mumbai +40 more,125 years old,10k-50k Employees
Sunflag Iron and Steel,4,275,Fortune India 500,Nagpur +12 more,40 years old,1k-5k Employees
Bank of Maharashtra,3.7,280,Fortune India 500,Pune +61 more,89 years old,10k-50k Employees
Sumitomo Chemical,4.1,270,Fortune India 500,Chuo City +55 more,99 years old,1k-5k Employees
Ircon International,3.9,266,Fortune India 500,Delhi/NCR +43 more,48 years old,1k-5k Employees
Bharat Dynamics,4.4,239,Fortune India 500,Hyderabad/Secunderabad +5 more,54 years old,1k-5k Employees
Cochin Shipyard,4.3,236,Fortune India 500,Kochi +11 more,52 years old,1k-5k Employees
Oil India,4.3,229,Fortune India 500,Noida +32 more,65 years old,5k-10k Employees
Forbes & Company,4.1,216,Fortune India 500,Mumbai +16 more,259 years old,501-1k Employees
Gujarat State Fertilizers & Chemicals,4.5,200,Fortune India 500,Vadodara/Baroda +22 more,62 years old,1k-5k Employees
Nalco,4.1,187,Fortune India 500,Bhubaneswar +11 more,43 years old,5k-10k Employees
NBCC,4.3,183,Fortune India 500,Delhi/NCR +30 more,64 years old,1k-5k Employees
Gujarat Narmada Valley Fertilizers & Chemicals,4.3,171,Fortune India 500,Bharuch +11 more,48 years old,1k-5k Employees
NMDC,4.3,164,Fortune India 500,Hyderabad/Secunderabad +19 more,66 years old,5k-10k Employees
